"","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"550","FIL30_824","FIL30_824_M2","FIL30.824.M2","FIL30_824|FIL30_824_M2|FIL30.824.M2",128,48,80,113,29,84,99,70,29,FALSE,FALSE,74,49,25,0.662162162162162,FALSE,"FIL30_824",TRUE,"FIL30_824_M2",43.4045690622473,"Self"
"321","FIL30_825","FIL30_825_M2","FIL30.825.M2","FIL30_825|FIL30_825_M2|FIL30.825.M2",94,25,69,86,28,58,77,49,28,FALSE,FALSE,68,42,26,0.617647058823529,FALSE,"FIL30_825",TRUE,"FIL30_825_M2",74.4530878393012,"Self"
"281","FIL30_826","FIL30_826_M2","FIL30.826.M2","FIL30_826|FIL30_826_M2|FIL30.826.M2",127,16,111,111,NA,111,81,81,NA,FALSE,FALSE,97,97,NA,1,TRUE,NA,FALSE,"FIL30_826_M2",52.6095924485571,"Cross"
"800","FIL30_827","FIL30_827_M2","FIL30.827.M2","FIL30_827|FIL30_827_M2|FIL30.827.M2",103,34,69,81,23,58,62,41,21,FALSE,FALSE,62,40,22,0.645161290322581,FALSE,"FIL30_827",TRUE,"FIL30_827_M2",60.6759626586759,"Self"
"763","FIL30_828","FIL30_828_M2","FIL30.828.M2","FIL30_828|FIL30_828_M2|FIL30.828.M2",93,19,74,81,30,51,71,42,29,FALSE,FALSE,67,37,30,0.552238805970149,FALSE,"FIL30_828",TRUE,"FIL30_828_M2",77.9348855262018,"Self"
"1380","FIL30_83","FIL30_83_M2","FIL30_83_M2-2","FIL30_83|FIL30_83_M2|FIL30_83_M2-2",98,15,83,88,21,67,79,61,18,FALSE,FALSE,74,56,18,0.756756756756757,FALSE,"FIL30_83",TRUE,"FIL30_83_M2_2",48.5815233066829,"Self"
"36","FIL30_830","FIL30_830_M2","FIL30.830.M2","FIL30_830|FIL30_830_M2|FIL30.830.M2",101,30,71,85,19,66,69,53,16,FALSE,FALSE,64,46,18,0.71875,FALSE,"FIL30_830",TRUE,"FIL30_830_M2",54.2468654808024,"Self"
"88","FIL30_831","FIL30_831_M2","FIL30.831.M2","FIL30_831|FIL30_831_M2|FIL30.831.M2",73,26,47,59,19,40,43,26,17,FALSE,FALSE,43,24,19,0.558139534883721,FALSE,"FIL30_831",TRUE,"FIL30_831_M2",55.7382537446245,"Self"
"873","FIL30_832","FIL30_832_M2","FIL30.832.M2","FIL30_832|FIL30_832_M2|FIL30.832.M2",125,36,89,105,14,91,91,80,11,FALSE,FALSE,80,67,13,0.8375,FALSE,"FIL30_832",TRUE,"FIL30_832_M2",74.8266394167856,"Self"
"150","FIL30_833","FIL30_833_M2","FIL30.833.M2","FIL30_833|FIL30_833_M2|FIL30.833.M2",90,18,72,76,25,51,66,44,22,FALSE,FALSE,65,42,23,0.646153846153846,FALSE,"FIL30_833",TRUE,"FIL30_833_M2",56.1215204416019,"Self"
"891","FIL30_835","FIL30_835_M2","FIL30.835.M2","FIL30_835|FIL30_835_M2|FIL30.835.M2",126,34,92,101,24,77,78,58,20,FALSE,FALSE,80,58,22,0.725,FALSE,"FIL30_835",TRUE,"FIL30_835_M2",56.260076327992,"Self"
"813","FIL30_837","FIL30_837_M2","FIL30.837.M2","FIL30_837|FIL30_837_M2|FIL30.837.M2",109,35,74,98,19,79,83,66,17,FALSE,FALSE,74,58,16,0.783783783783784,FALSE,"FIL30_837",TRUE,"FIL30_837_M2",66.5132366089986,"Self"
"96","FIL30_84","FIL30_84_M2","FIL30_84_M2-2","FIL30_84|FIL30_84_M2|FIL30_84_M2-2",90,14,76,74,25,49,62,42,20,FALSE,FALSE,64,42,22,0.65625,FALSE,"FIL30_84",TRUE,"FIL30_84_M2_2",26.8170278748556,"Self"
"1813","FIL30_843","FIL30_843_M2","FIL30.843.M2","FIL30_843|FIL30_843_M2|FIL30.843.M2",143,27,116,117,43,74,101,62,39,FALSE,FALSE,95,55,40,0.578947368421053,FALSE,"FIL30_843",TRUE,"FIL30_843_M2",72.7085072986261,"Self"
"244","FIL30_846","FIL30_846_M2","FIL30.846.M2","FIL30_846|FIL30_846_M2|FIL30.846.M2",101,29,72,88,27,61,74,50,24,FALSE,FALSE,69,44,25,0.63768115942029,FALSE,"FIL30_846",TRUE,"FIL30_846_M2",59.6356395071068,"Self"
"905","FIL30_847","FIL30_847_M2","FIL30.847.M2","FIL30_847|FIL30_847_M2|FIL30.847.M2",153,43,110,131,32,99,116,86,30,FALSE,FALSE,97,69,28,0.711340206185567,FALSE,"FIL30_847",TRUE,"FIL30_847_M2",51.4985139403776,"Self"
"20","FIL30_848","FIL30_848_M2","FIL30.848.M2","FIL30_848|FIL30_848_M2|FIL30.848.M2",102,30,72,90,24,66,81,57,24,FALSE,FALSE,71,50,21,0.704225352112676,FALSE,"FIL30_848",TRUE,"FIL30_848_M2",51.7346849045043,"Self"
"375","FIL30_849","FIL30_849_M2","FIL30.849.M2","FIL30_849|FIL30_849_M2|FIL30.849.M2",81,14,67,76,23,53,68,46,22,FALSE,FALSE,64,41,23,0.640625,FALSE,"FIL30_849",TRUE,"FIL30_849_M2",65.3211209474086,"Self"
"1473","FIL30_85","FIL30_85_C_M2","Fil30_85_C_M2_1","FIL30_85|FIL30_85_C_M2|Fil30_85_C_M2_1",47,13,34,38,13,25,8,8,NA,TRUE,FALSE,32,22,10,0.6875,FALSE,"FIL30_85",TRUE,"FIL30_85_C_M2_1",59.1921283504532,"Self"
"1633","FIL30_85","FIL30_85_D_M2","Fil30_85_D_M2_1","FIL30_85|FIL30_85_D_M2|Fil30_85_D_M2_1",49,12,37,39,8,31,7,6,1,TRUE,FALSE,34,26,8,0.764705882352941,FALSE,"FIL30_85",TRUE,"FIL30_85_D_M2_1",55.7777370937757,"Self"
"1474","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross"
"1180","FIL30_85","FIL30_85_G_M2","Fil30_85_G_M2_1","FIL30_85|FIL30_85_G_M2|Fil30_85_G_M2_1",48,3,45,47,NA,47,18,18,NA,TRUE,FALSE,44,44,NA,1,TRUE,NA,FALSE,"FIL30_85_G_M2_1",52.3421349430027,"Cross"
"68","FIL30_85","FIL30_85_H_M2","Fil30_85_H_M2_1","FIL30_85|FIL30_85_H_M2|Fil30_85_H_M2_1",44,15,29,37,7,30,NA,NA,NA,TRUE,FALSE,28,23,5,0.821428571428571,FALSE,"FIL30_85",TRUE,"FIL30_85_H_M2_1",62.3782386784202,"Self"
"576","FIL30_850","FIL30_850_M2","FIL30.850.M2","FIL30_850|FIL30_850_M2|FIL30.850.M2",106,20,86,88,15,73,79,65,14,FALSE,FALSE,76,62,14,0.815789473684211,FALSE,"FIL30_850",TRUE,"FIL30_850_M2",NA,"Self"
"1172","FIL30_851","FIL30_851_M2","FIL30.851.M2","FIL30_851|FIL30_851_M2|FIL30.851.M2",91,22,69,79,20,59,67,48,19,FALSE,FALSE,66,46,20,0.696969696969697,FALSE,"FIL30_851",TRUE,"FIL30_851_M2",64.7464096161645,"Self"
"249","FIL30_853","FIL30_853_M2","FIL30.853.M2","FIL30_853|FIL30_853_M2|FIL30.853.M2",150,55,95,117,NA,117,60,60,NA,FALSE,FALSE,84,84,NA,1,TRUE,NA,FALSE,"FIL30_853_M2",47.0077213858335,"Cross"
"4369","FIL30_854","FIL30_854_M2","FIL30.854.M2","FIL30_854|FIL30_854_M2|FIL30.854.M2",101,23,78,91,25,66,79,54,25,FALSE,FALSE,74,51,23,0.689189189189189,FALSE,"FIL30_854",TRUE,"FIL30_854_M2",53.8699681158766,"Self"
"652","FIL30_855","FIL30_855_M2","FIL30.855.M2","FIL30_855|FIL30_855_M2|FIL30.855.M2",126,40,86,104,NA,104,67,67,NA,FALSE,FALSE,80,80,NA,1,TRUE,NA,FALSE,"FIL30_855_M2",55.511046054524,"Cross"
"636","FIL30_856","FIL30_856_M2","FIL30.856.M2","FIL30_856|FIL30_856_M2|FIL30.856.M2",92,35,57,78,23,55,59,42,17,FALSE,FALSE,54,33,21,0.611111111111111,FALSE,"FIL30_856",TRUE,"FIL30_856_M2",46.8623819043999,"Self"
"2768","FIL30_857","FIL30_857_M2","FIL30.857.M2","FIL30_857|FIL30_857_M2|FIL30.857.M2",127,44,83,103,25,78,81,58,23,FALSE,FALSE,75,53,22,0.706666666666667,FALSE,"FIL30_857",TRUE,"FIL30_857_M2",37.7619557463821,"Self"
"1194","FIL30_858","FIL30_858_M2","FIL30.858.M2","FIL30_858|FIL30_858_M2|FIL30.858.M2",136,72,64,93,14,79,60,47,13,FALSE,FALSE,49,35,14,0.714285714285714,FALSE,"FIL30_858",TRUE,"FIL30_858_M2",29.7002856501451,"Self"
"1687","FIL30_859","FIL30_859_M2","FIL30.859.M2","FIL30_859|FIL30_859_M2|FIL30.859.M2",71,18,53,62,19,43,50,33,17,FALSE,FALSE,48,31,17,0.645833333333333,FALSE,"FIL30_859",TRUE,"FIL30_859_M2",55.8285395606858,"Self"
"2209","FIL30_860","FIL30_860_M2","FIL30.860.M2","FIL30_860|FIL30_860_M2|FIL30.860.M2",129,40,89,115,37,78,92,62,30,FALSE,FALSE,85,55,30,0.647058823529412,FALSE,"FIL30_860",TRUE,"FIL30_860_M2",57.9626663738241,"Self"
"14","FIL30_861","FIL30_861_M2","FIL30.861.M2","FIL30_861|FIL30_861_M2|FIL30.861.M2",135,17,118,128,3,125,54,53,1,FALSE,FALSE,114,112,2,0.982456140350877,FALSE,NA,FALSE,"FIL30_861_M2",78.0269842539199,"Ambiguous"
"2312","FIL30_862","FIL30_862_M2","FIL30.862.M2","FIL30_862|FIL30_862_M2|FIL30.862.M2",69,15,54,63,16,47,55,41,14,FALSE,FALSE,53,39,14,0.735849056603774,FALSE,"FIL30_862",TRUE,"FIL30_862_M2",71.8728479461204,"Self"
"115","FIL30_863","FIL30_863_M2","FIL30.863.M2","FIL30_863|FIL30_863_M2|FIL30.863.M2",92,23,69,81,30,51,65,42,23,FALSE,FALSE,67,42,25,0.626865671641791,FALSE,"FIL30_863",TRUE,"FIL30_863_M2",83.3591109091188,"Self"
"377","FIL30_864","FIL30_864_M2","FIL30.864.M2","FIL30_864|FIL30_864_M2|FIL30.864.M2",93,23,70,87,22,65,78,58,20,FALSE,FALSE,68,50,18,0.735294117647059,FALSE,"FIL30_864",TRUE,"FIL30_864_M2",51.471229142879,"Self"
"928","FIL30_866","FIL30_866_M2","FIL30.866.M2","FIL30_866|FIL30_866_M2|FIL30.866.M2",86,23,63,69,22,47,52,36,16,FALSE,FALSE,56,36,20,0.642857142857143,FALSE,"FIL30_866",TRUE,"FIL30_866_M2",42.9404402176287,"Self"
"98","FIL30_868","FIL30_868_M2","FIL30.868.M2","FIL30_868|FIL30_868_M2|FIL30.868.M2",163,84,79,130,25,105,92,68,24,FALSE,FALSE,78,58,20,0.743589743589744,FALSE,"FIL30_868",TRUE,"FIL30_868_M2",48.2967958896396,"Self"
"126","FIL30_869","FIL30_869_M2","FIL30.869.M2","FIL30_869|FIL30_869_M2|FIL30.869.M2",116,41,75,97,23,74,76,56,20,FALSE,FALSE,70,50,20,0.714285714285714,FALSE,"FIL30_869",TRUE,"FIL30_869_M2",65.8355571011596,"Self"
"2638","FIL30_871","FIL30_871_M2","FIL30.871.M2","FIL30_871|FIL30_871_M2|FIL30.871.M2",98,24,74,94,24,70,88,64,24,FALSE,FALSE,73,55,18,0.753424657534247,FALSE,"FIL30_871",TRUE,"FIL30_871_M2",91.8506637441654,"Self"
"454","FIL30_876","FIL30_876_M2","FIL30.876.M2","FIL30_876|FIL30_876_M2|FIL30.876.M2",104,43,61,88,29,59,68,45,23,FALSE,FALSE,59,32,27,0.542372881355932,FALSE,"FIL30_876",TRUE,"FIL30_876_M2",49.881448759961,"Self"
"1778","FIL30_89","FIL30_89_M2","FIL30_89_M2-2","FIL30_89|FIL30_89_M2|FIL30_89_M2-2",95,26,69,87,NA,87,73,73,NA,FALSE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL30_89_M2_2",35.7740632459676,"Cross"
"469","FIL30_9","FIL30_9_M2","FIL30_9_M2-2","FIL30_9|FIL30_9_M2|FIL30_9_M2-2",105,10,95,92,31,61,80,53,27,FALSE,FALSE,87,56,31,0.64367816091954,FALSE,"FIL30_9",TRUE,"FIL30_9_M2_2",48.4783786272185,"Self"
"1543","FIL30_90","FIL30_90_M2","FIL30_90_M2-2","FIL30_90|FIL30_90_M2|FIL30_90_M2-2",94,29,65,81,27,54,71,45,26,FALSE,FALSE,64,38,26,0.59375,FALSE,"FIL30_90",TRUE,"FIL30_90_M2_2",42.1035767767723,"Self"
"1874","FIL30_92","FIL30_92_M2","FIL30_92_M2-2","FIL30_92|FIL30_92_M2|FIL30_92_M2-2",93,23,70,87,34,53,80,47,33,FALSE,FALSE,70,45,25,0.642857142857143,FALSE,"FIL30_92",TRUE,"FIL30_92_M2_2",37.5641579880705,"Self"
"1705","FIL30_93","FIL30_93_M2","FIL30_93_M2-2","FIL30_93|FIL30_93_M2|FIL30_93_M2-2",67,13,54,62,27,35,55,32,23,FALSE,FALSE,51,28,23,0.549019607843137,FALSE,"FIL30_93",TRUE,"FIL30_93_M2_2",38.9023273444857,"Self"
"752","FIL30_94","FIL30_94_M2","FIL30_94_M2-2","FIL30_94|FIL30_94_M2|FIL30_94_M2-2",71,9,62,62,17,45,55,38,17,FALSE,FALSE,55,40,15,0.727272727272727,FALSE,"FIL30_94",TRUE,"FIL30_94_M2_2",48.3444735077528,"Self"
"374","FIL30_95","FIL30_95_M2","FIL30_95_M2-2","FIL30_95|FIL30_95_M2|FIL30_95_M2-2",62,4,58,56,20,36,50,33,17,FALSE,FALSE,52,34,18,0.653846153846154,FALSE,"FIL30_95",TRUE,"FIL30_95_M2_2",49.7819901046028,"Self"
"24","FIL30_96","FIL30_96_M2","FIL30_96_M2-2","FIL30_96|FIL30_96_M2|FIL30_96_M2-2",83,12,71,79,18,61,75,59,16,FALSE,FALSE,67,49,18,0.73134328358209,FALSE,"FIL30_96",TRUE,"FIL30_96_M2_2",34.7528476366312,"Self"
"1389","FIL30_97","FIL30_97_M2","FIL30_97_M2-2","FIL30_97|FIL30_97_M2|FIL30_97_M2-2",82,9,73,82,33,49,79,46,33,FALSE,FALSE,73,41,32,0.561643835616438,FALSE,"FIL30_97",TRUE,"FIL30_97_M2_2",41.0425640082019,"Self"
"1501","FIL30_98","FIL30_98_M2","FIL30_98_M2-2","FIL30_98|FIL30_98_M2|FIL30_98_M2-2",109,21,88,97,32,65,86,57,29,FALSE,FALSE,78,56,22,0.717948717948718,FALSE,"FIL30_98",TRUE,"FIL30_98_M2_2",41.2295940545731,"Self"
"464","FIL30_99","FIL30_99_M2","FIL30_99_M2-2","FIL30_99|FIL30_99_M2|FIL30_99_M2-2",89,17,72,82,NA,82,67,67,NA,FALSE,FALSE,68,68,NA,1,TRUE,NA,FALSE,"FIL30_99_M2_2",42.7529550458975,"Cross"
