"","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","iSam_mother","iSam_father","jSam_mother","jSam_father","minTest","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL20_161_G_M214",17,15,"FIL20_161_G_M2","FIL20_161_E_M2",5,0,0,0,36,24,93,49,5,142,71,0.0704225352112676,16.030612244898,37.3064516129032,44.306338028169,52.5580425718675,"FIL20_161",NA,"FIL20_161",NA,16.030612244898,"...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross","...","FIL20_161","FIL20_161_E_M2","Fil20_161_E_M2_1","FIL20_161|FIL20_161_E_M2|Fil20_161_E_M2_1",60,13,47,51,NA,51,24,24,NA,TRUE,FALSE,42,42,NA,1,TRUE,NA,FALSE,"FIL20_161_E_M2_1",70.4808573519194,"Cross"
"FIL30_99_M2163",768,164,"FIL30_99_M2","FIL30_22_M2",5,0,0,0,11,20,81,62,5,143,71.5,0.0699300699300699,22.2096774193548,31.4259259259259,44.673951048951,52.9237355635205,"FIL30_99",NA,"FIL30_22","FIL30_22",22.2096774193548,"...","FIL30_99","FIL30_99_M2","FIL30_99_M2-2","FIL30_99|FIL30_99_M2|FIL30_99_M2-2",89,17,72,82,NA,82,67,67,NA,FALSE,FALSE,68,68,NA,1,TRUE,NA,FALSE,"FIL30_99_M2_2",42.7529550458975,"Cross","...","FIL30_22","FIL30_22_M2","FIL30_22_M2-2","FIL30_22|FIL30_22_M2|FIL30_22_M2-2",75,13,62,63,11,52,36,34,2,FALSE,FALSE,55,45,10,0.818181818181818,FALSE,"FIL30_22",TRUE,"FIL30_22_M2_2",58.012954554247,"Self"
"FIL20_161_C_M2216",13,217,"FIL20_161_C_M2","FIL30_277_M2",0,0,4,0,17,20,38,77,4,115,57.5,0.0695652173913043,38.5,13.5263157894737,36.7945652173913,57.5,"FIL20_161",NA,"FIL30_277",NA,13.5263157894737,"...","FIL20_161","FIL20_161_C_M2","Fil20_161_C_M2_1","FIL20_161|FIL20_161_C_M2|Fil20_161_C_M2_1",43,8,35,39,5,34,20,20,NA,TRUE,FALSE,33,31,2,0.939393939393939,FALSE,NA,FALSE,"FIL20_161_C_M2_1",45.3407512424041,"Ambiguous","...","FIL30_277","FIL30_277_M2","FIL30_277_M2-4","FIL30_277|FIL30_277_M2|FIL30_277_M2-4",85,15,70,77,NA,77,55,55,NA,FALSE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL30_277_M2_4",42.4724212678392,"Cross"
"FIL30_277_M212",217,13,"FIL30_277_M2","FIL20_161_C_M2",0,4,0,0,20,17,77,38,4,115,57.5,0.0695652173913043,13.5263157894737,38.5,36.7945652173913,57.5,"FIL30_277",NA,"FIL20_161",NA,13.5263157894737,"...","FIL30_277","FIL30_277_M2","FIL30_277_M2-4","FIL30_277|FIL30_277_M2|FIL30_277_M2-4",85,15,70,77,NA,77,55,55,NA,FALSE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL30_277_M2_4",42.4724212678392,"Cross","...","FIL20_161","FIL20_161_C_M2","Fil20_161_C_M2_1","FIL20_161|FIL20_161_C_M2|Fil20_161_C_M2_1",43,8,35,39,5,34,20,20,NA,TRUE,FALSE,33,31,2,0.939393939393939,FALSE,NA,FALSE,"FIL20_161_C_M2_1",45.3407512424041,"Ambiguous"
"FIL30_277_M213",217,14,"FIL30_277_M2","FIL20_161_D_M2",4,0,0,0,20,21,77,38,4,115,57.5,0.0695652173913043,12.2631578947368,31.1233766233766,35.9597826086957,42.7576896787423,"FIL30_277",NA,"FIL20_161","FIL20_161",12.2631578947368,"...","FIL30_277","FIL30_277_M2","FIL30_277_M2-4","FIL30_277|FIL30_277_M2|FIL30_277_M2-4",85,15,70,77,NA,77,55,55,NA,FALSE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL30_277_M2_4",42.4724212678392,"Cross","...","FIL20_161","FIL20_161_D_M2","Fil20_161_D_M2_1","FIL20_161|FIL20_161_D_M2|Fil20_161_D_M2_1",44,12,32,39,7,32,15,13,2,TRUE,FALSE,31,24,7,0.774193548387097,FALSE,"FIL20_161",TRUE,"FIL20_161_D_M2_1",52.7499777250836,"Self"
"FIL30_197_M265",145,66,"FIL30_197_M2","FIL30_11_M2",2,2,0,0,18,20,70,46,4,116,58,0.0689655172413793,15.7826086956522,31.1714285714286,36.1206896551724,50.288198757764,"FIL30_197",NA,"FIL30_11","FIL30_11",15.7826086956522,"...","FIL30_197","FIL30_197_M2","FIL30_197_M2-3","FIL30_197|FIL30_197_M2|FIL30_197_M2-3",91,20,71,71,NA,71,49,49,NA,FALSE,FALSE,57,57,NA,1,TRUE,NA,FALSE,"FIL30_197_M2_3",33.8305671414783,"Cross","...","FIL30_11","FIL30_11_M2","FIL30_11_M2-2","FIL30_11|FIL30_11_M2|FIL30_11_M2-2",56,6,50,47,6,41,23,22,1,FALSE,FALSE,42,37,5,0.880952380952381,FALSE,"FIL30_11",TRUE,"FIL30_11_M2_2",58.074766313678,"Self"
"FIL30_415_M2350",353,351,"FIL30_415_M2","FIL30_412_M2",7,0,0,0,31,13,121,83,7,204,102,0.0686274509803922,29.2710843373494,47.7148760330579,63.9411764705882,75.9906402469382,"FIL30_415",NA,"FIL30_412","FIL30_412",29.2710843373494,"...","FIL30_415","FIL30_415_M2","FIL30.415.M2","FIL30_415|FIL30_415_M2|FIL30.415.M2",133,43,90,122,1,121,83,83,NA,FALSE,FALSE,89,88,1,0.98876404494382,FALSE,NA,FALSE,"FIL30_415_M2",46.2305856383824,"Ambiguous","...","FIL30_412","FIL30_412_M2","FIL30.412.M2","FIL30_412|FIL30_412_M2|FIL30.412.M2",95,25,70,84,15,69,63,51,12,FALSE,FALSE,65,52,13,0.8,FALSE,"FIL30_412",TRUE,"FIL30_412_M2",35.3733043470495,"Self"
"FIL20_128_D_M211",10,12,"FIL20_128_D_M2","FIL20_128_I_M2",3,0,2,0,52,20,71,76,5,147,73.5,0.0680272108843537,32.3552631578947,26.2183098591549,45.8188775510204,61.9903632320237,"FIL20_128",NA,"FIL20_128",NA,26.2183098591549,"...","FIL20_128","FIL20_128_D_M2","Fil20_128_D_M2_1","FIL20_128|FIL20_128_D_M2|Fil20_128_D_M2_1",80,17,63,72,4,68,18,18,NA,TRUE,FALSE,57,53,4,0.929824561403509,FALSE,NA,FALSE,"FIL20_128_D_M2_1",77.0016670828544,"Ambiguous","...","FIL20_128","FIL20_128_I_M2","Fil20_128_I_M2_1","FIL20_128|FIL20_128_I_M2|Fil20_128_I_M2_1",86,16,70,77,NA,77,52,52,NA,TRUE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL20_128_I_M2_1",52.6195627442995,"Cross"
"FIL20_128_I_M29",12,10,"FIL20_128_I_M2","FIL20_128_D_M2",3,2,0,0,20,52,76,71,5,147,73.5,0.0680272108843537,26.2183098591549,32.3552631578947,45.8188775510204,61.9903632320237,"FIL20_128",NA,"FIL20_128",NA,26.2183098591549,"...","FIL20_128","FIL20_128_I_M2","Fil20_128_I_M2_1","FIL20_128|FIL20_128_I_M2|Fil20_128_I_M2_1",86,16,70,77,NA,77,52,52,NA,TRUE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL20_128_I_M2_1",52.6195627442995,"Cross","...","FIL20_128","FIL20_128_D_M2","Fil20_128_D_M2_1","FIL20_128|FIL20_128_D_M2|Fil20_128_D_M2_1",80,17,63,72,4,68,18,18,NA,TRUE,FALSE,57,53,4,0.929824561403509,FALSE,NA,FALSE,"FIL20_128_D_M2_1",77.0016670828544,"Ambiguous"
"FIL20_161_F_M2216",16,217,"FIL20_161_F_M2","FIL30_277_M2",4,0,0,0,22,20,42,77,4,119,59.5,0.0672268907563025,31.1233766233766,14.1428571428571,37.4317226890756,44.6774891774892,"FIL20_161",NA,"FIL30_277",NA,14.1428571428571,"...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous","...","FIL30_277","FIL30_277_M2","FIL30_277_M2-4","FIL30_277|FIL30_277_M2|FIL30_277_M2-4",85,15,70,77,NA,77,55,55,NA,FALSE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL30_277_M2_4",42.4724212678392,"Cross"
"FIL30_277_M215",217,16,"FIL30_277_M2","FIL20_161_F_M2",4,0,0,0,20,22,77,42,4,119,59.5,0.0672268907563025,14.1428571428571,31.1233766233766,37.4317226890756,44.6774891774892,"FIL30_277",NA,"FIL20_161",NA,14.1428571428571,"...","FIL30_277","FIL30_277_M2","FIL30_277_M2-4","FIL30_277|FIL30_277_M2|FIL30_277_M2-4",85,15,70,77,NA,77,55,55,NA,FALSE,FALSE,66,66,NA,1,TRUE,NA,FALSE,"FIL30_277_M2_4",42.4724212678392,"Cross","...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous"
"FIL30_195_M218",143,19,"FIL30_195_M2","FIL20_161_I_M2",4,0,0,0,27,21,89,33,4,122,61,0.0655737704918033,9.95454545454545,37.0393258426966,38.5368852459016,46.3292475314947,"FIL30_195",NA,"FIL20_161","FIL20_161",9.95454545454545,"...","FIL30_195","FIL30_195_M2","FIL30_195_M2-3","FIL30_195|FIL30_195_M2|FIL30_195_M2-3",100,12,88,90,NA,90,59,59,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_195_M2_3",30.9772206138489,"Cross","...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self"
"FIL30_99_M2172",768,173,"FIL30_99_M2","FIL30_23_M2",3,1,0,0,11,19,81,42,4,123,61.5,0.0650406504065041,13.7857142857143,34.8333333333333,38.6615853658537,50.1507936507937,"FIL30_99",NA,"FIL30_23","FIL30_23",13.7857142857143,"...","FIL30_99","FIL30_99_M2","FIL30_99_M2-2","FIL30_99|FIL30_99_M2|FIL30_99_M2-2",89,17,72,82,NA,82,67,67,NA,FALSE,FALSE,68,68,NA,1,TRUE,NA,FALSE,"FIL30_99_M2_2",42.7529550458975,"Cross","...","FIL30_23","FIL30_23_M2","FIL30_23_M2-2","FIL30_23|FIL30_23_M2|FIL30_23_M2-2",44,9,35,43,10,33,22,20,2,FALSE,FALSE,35,27,8,0.771428571428571,FALSE,"FIL30_23",TRUE,"FIL30_23_M2_2",44.628205553058,"Self"
"FIL30_255_M2295",197,296,"FIL30_255_M2","FIL30_355_M2",7,0,0,0,15,32,103,117,7,220,110,0.0636363636363636,45.7564102564103,38.9271844660194,69.8363636363636,83.7890631482864,"FIL30_255",NA,"FIL30_355",NA,38.9271844660194,"...","FIL30_255","FIL30_255_M2","FIL30_255_M2-4","FIL30_255|FIL30_255_M2|FIL30_255_M2-4",116,20,96,104,NA,104,82,82,NA,FALSE,FALSE,89,89,NA,1,TRUE,NA,FALSE,"FIL30_255_M2_4",37.5276809904243,"Cross","...","FIL30_355","FIL30_355_M2","FIL30.355.M2","FIL30_355|FIL30_355_M2|FIL30.355.M2",138,31,107,118,NA,118,78,78,NA,FALSE,FALSE,100,100,NA,1,TRUE,NA,FALSE,"FIL30_355_M2",55.635760260008,"Cross"
"FIL30_355_M2196",296,197,"FIL30_355_M2","FIL30_255_M2",7,0,0,0,32,15,117,103,7,220,110,0.0636363636363636,38.9271844660194,45.7564102564103,69.8363636363636,83.7890631482864,"FIL30_355",NA,"FIL30_255",NA,38.9271844660194,"...","FIL30_355","FIL30_355_M2","FIL30.355.M2","FIL30_355|FIL30_355_M2|FIL30.355.M2",138,31,107,118,NA,118,78,78,NA,FALSE,FALSE,100,100,NA,1,TRUE,NA,FALSE,"FIL30_355_M2",55.635760260008,"Cross","...","FIL30_255","FIL30_255_M2","FIL30_255_M2-4","FIL30_255|FIL30_255_M2|FIL30_255_M2-4",116,20,96,104,NA,104,82,82,NA,FALSE,FALSE,89,89,NA,1,TRUE,NA,FALSE,"FIL30_255_M2_4",37.5276809904243,"Cross"
"FIL20_66_D_M269",43,70,"FIL20_66_D_M2","FIL30_113_M2",4,0,0,0,35,11,55,71,4,126,63,0.0634920634920635,28.1760563380282,20.3727272727273,40.0119047619048,48.0325224071703,"FIL20_66",NA,"FIL30_113",NA,20.3727272727273,"...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross","...","FIL30_113","FIL30_113_M2","FIL30_113_M2-2","FIL30_113|FIL30_113_M2|FIL30_113_M2-2",84,12,72,72,NA,72,55,55,NA,FALSE,FALSE,62,62,NA,1,TRUE,NA,FALSE,"FIL30_113_M2_2",48.4915644168358,"Cross"
"FIL30_113_M242",70,43,"FIL30_113_M2","FIL20_66_D_M2",4,0,0,0,11,35,71,55,4,126,63,0.0634920634920635,20.3727272727273,28.1760563380282,40.0119047619048,48.0325224071703,"FIL30_113",NA,"FIL20_66",NA,20.3727272727273,"...","FIL30_113","FIL30_113_M2","FIL30_113_M2-2","FIL30_113|FIL30_113_M2|FIL30_113_M2-2",84,12,72,72,NA,72,55,55,NA,FALSE,FALSE,62,62,NA,1,TRUE,NA,FALSE,"FIL30_113_M2_2",48.4915644168358,"Cross","...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross"
"FIL30_252_M2286",194,287,"FIL30_252_M2","FIL30_346_M2",5,0,0,0,18,53,85,73,5,158,79,0.0632911392405063,27.527397260274,33.3823529411765,50.1993670886076,60.273166800967,"FIL30_252",NA,"FIL30_346",NA,27.527397260274,"...","FIL30_252","FIL30_252_M2","FIL30_252_M2-4","FIL30_252|FIL30_252_M2|FIL30_252_M2-4",98,22,76,85,NA,85,57,57,NA,FALSE,FALSE,70,70,NA,1,TRUE,NA,FALSE,"FIL30_252_M2_4",41.3523200557786,"Cross","...","FIL30_346","FIL30_346_M2","FIL30.346.M2","FIL30_346|FIL30_346_M2|FIL30.346.M2",87,19,68,74,6,68,18,16,2,FALSE,FALSE,62,56,6,0.903225806451613,FALSE,NA,FALSE,"FIL30_346_M2",50.0141342700332,"Ambiguous"
"FIL30_346_M2193",287,194,"FIL30_346_M2","FIL30_252_M2",5,0,0,0,53,18,73,85,5,158,79,0.0632911392405063,33.3823529411765,27.527397260274,50.1993670886076,60.273166800967,"FIL30_346",NA,"FIL30_252",NA,27.527397260274,"...","FIL30_346","FIL30_346_M2","FIL30.346.M2","FIL30_346|FIL30_346_M2|FIL30.346.M2",87,19,68,74,6,68,18,16,2,FALSE,FALSE,62,56,6,0.903225806451613,FALSE,NA,FALSE,"FIL30_346_M2",50.0141342700332,"Ambiguous","...","FIL30_252","FIL30_252_M2","FIL30_252_M2-4","FIL30_252|FIL30_252_M2|FIL30_252_M2-4",98,22,76,85,NA,85,57,57,NA,FALSE,FALSE,70,70,NA,1,TRUE,NA,FALSE,"FIL30_252_M2_4",41.3523200557786,"Cross"
"FIL30_195_M213",143,14,"FIL30_195_M2","FIL20_161_D_M2",0,4,0,0,27,21,89,38,4,127,63.5,0.062992125984252,13.5263157894737,44.5,41.1368110236221,63.5,"FIL30_195",NA,"FIL20_161","FIL20_161",13.5263157894737,"...","FIL30_195","FIL30_195_M2","FIL30_195_M2-3","FIL30_195|FIL30_195_M2|FIL30_195_M2-3",100,12,88,90,NA,90,59,59,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_195_M2_3",30.9772206138489,"Cross","...","FIL20_161","FIL20_161_D_M2","Fil20_161_D_M2_1","FIL20_161|FIL20_161_D_M2|Fil20_161_D_M2_1",44,12,32,39,7,32,15,13,2,TRUE,FALSE,31,24,7,0.774193548387097,FALSE,"FIL20_161",TRUE,"FIL20_161_D_M2_1",52.7499777250836,"Self"
"FIL20_161_C_M216",13,17,"FIL20_161_C_M2","FIL20_161_G_M2",0,0,4,0,17,36,38,93,4,131,65.5,0.0610687022900763,46.5,13.5263157894737,42.5906488549618,65.5,"FIL20_161",NA,"FIL20_161",NA,13.5263157894737,"...","FIL20_161","FIL20_161_C_M2","Fil20_161_C_M2_1","FIL20_161|FIL20_161_C_M2|Fil20_161_C_M2_1",43,8,35,39,5,34,20,20,NA,TRUE,FALSE,33,31,2,0.939393939393939,FALSE,NA,FALSE,"FIL20_161_C_M2_1",45.3407512424041,"Ambiguous","...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross"
"FIL20_161_F_M2142",16,143,"FIL20_161_F_M2","FIL30_195_M2",4,0,0,0,22,27,42,89,4,131,65.5,0.0610687022900763,37.0393258426966,14.1428571428571,41.8578244274809,50.6214553237025,"FIL20_161",NA,"FIL30_195",NA,14.1428571428571,"...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous","...","FIL30_195","FIL30_195_M2","FIL30_195_M2-3","FIL30_195|FIL30_195_M2|FIL30_195_M2-3",100,12,88,90,NA,90,59,59,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_195_M2_3",30.9772206138489,"Cross"
"FIL20_161_G_M212",17,13,"FIL20_161_G_M2","FIL20_161_C_M2",0,4,0,0,36,17,93,38,4,131,65.5,0.0610687022900763,13.5263157894737,46.5,42.5906488549618,65.5,"FIL20_161",NA,"FIL20_161",NA,13.5263157894737,"...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross","...","FIL20_161","FIL20_161_C_M2","Fil20_161_C_M2_1","FIL20_161|FIL20_161_C_M2|Fil20_161_C_M2_1",43,8,35,39,5,34,20,20,NA,TRUE,FALSE,33,31,2,0.939393939393939,FALSE,NA,FALSE,"FIL20_161_C_M2_1",45.3407512424041,"Ambiguous"
"FIL30_195_M215",143,16,"FIL30_195_M2","FIL20_161_F_M2",4,0,0,0,27,22,89,42,4,131,65.5,0.0610687022900763,14.1428571428571,37.0393258426966,41.8578244274809,50.6214553237025,"FIL30_195",NA,"FIL20_161",NA,14.1428571428571,"...","FIL30_195","FIL30_195_M2","FIL30_195_M2-3","FIL30_195|FIL30_195_M2|FIL30_195_M2-3",100,12,88,90,NA,90,59,59,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_195_M2_3",30.9772206138489,"Cross","...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous"
"FIL30_198_M219",146,20,"FIL30_198_M2","FIL20_161_J_M2",3,0,0,0,12,14,71,28,3,99,49.5,0.0606060606060606,8.96428571428572,29.8802816901408,31.6704545454545,38.3963782696177,"FIL30_198",NA,"FIL20_161","FIL20_161",8.96428571428572,"...","FIL30_198","FIL30_198_M2","FIL30_198_M2-3","FIL30_198|FIL30_198_M2|FIL30_198_M2-3",78,17,61,72,NA,72,54,54,NA,FALSE,FALSE,58,58,NA,1,TRUE,NA,FALSE,"FIL30_198_M2_3",45.6615354941249,"Cross","...","FIL20_161","FIL20_161_J_M2","Fil20_161_J_M2_1","FIL20_161|FIL20_161_J_M2|Fil20_161_J_M2_1",33,6,27,30,5,25,13,13,NA,TRUE,FALSE,26,21,5,0.807692307692308,FALSE,"FIL20_161",TRUE,"FIL20_161_J_M2_1",49.2630977835024,"Self"
"FIL30_305_M230",244,31,"FIL30_305_M2","FIL20_25_F_M2",4,0,0,0,19,31,87,45,4,132,66,0.0606060606060606,15.5666666666667,36.051724137931,42.2272727272727,51.0789272030651,"FIL30_305",NA,"FIL20_25","FIL20_25",15.5666666666667,"...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross","...","FIL20_25","FIL20_25_F_M2","Fil20_25_F_M2_1","FIL20_25|FIL20_25_F_M2|Fil20_25_F_M2_1",53,4,49,46,14,32,13,13,NA,TRUE,FALSE,42,30,12,0.714285714285714,FALSE,"FIL20_25",TRUE,"FIL20_25_F_M2_1",64.6528743113574,"Self"
"FIL30_43_D_M2370",369,371,"FIL30_43_D_M2","FIL30_43_F_M2",0,1,0,0,2,2,23,11,1,34,17,0.0588235294117647,4.04545454545454,11.5,11.1029411764706,17,"FIL30_43",NA,"FIL30_43",NA,4.04545454545454,"...","FIL30_43","FIL30_43_D_M2","Fil30_43_D_M2_1","FIL30_43|FIL30_43_D_M2|Fil30_43_D_M2_1",33,4,29,29,1,28,20,20,NA,TRUE,FALSE,23,22,1,0.956521739130435,FALSE,NA,FALSE,"FIL30_43_D_M2_1",53.305989351354,"Ambiguous","...","FIL30_43","FIL30_43_F_M2","Fil30_43_F_M2_1","FIL30_43|FIL30_43_F_M2|Fil30_43_F_M2_1",25,10,15,19,2,17,7,7,NA,TRUE,FALSE,9,8,1,0.888888888888889,FALSE,NA,FALSE,"FIL30_43_F_M2_1",39.8389480345368,"Ambiguous"
"FIL30_43_F_M2368",371,369,"FIL30_43_F_M2","FIL30_43_D_M2",0,0,1,0,2,2,11,23,1,34,17,0.0588235294117647,11.5,4.04545454545454,11.1029411764706,17,"FIL30_43",NA,"FIL30_43",NA,4.04545454545454,"...","FIL30_43","FIL30_43_F_M2","Fil30_43_F_M2_1","FIL30_43|FIL30_43_F_M2|Fil30_43_F_M2_1",25,10,15,19,2,17,7,7,NA,TRUE,FALSE,9,8,1,0.888888888888889,FALSE,NA,FALSE,"FIL30_43_F_M2_1",39.8389480345368,"Ambiguous","...","FIL30_43","FIL30_43_D_M2","Fil30_43_D_M2_1","FIL30_43|FIL30_43_D_M2|Fil30_43_D_M2_1",33,4,29,29,1,28,20,20,NA,TRUE,FALSE,23,22,1,0.956521739130435,FALSE,NA,FALSE,"FIL30_43_D_M2_1",53.305989351354,"Ambiguous"
"FIL30_188_M210",136,11,"FIL30_188_M2","FIL20_128_E_M2",0,4,0,0,37,36,92,47,4,139,69.5,0.0575539568345324,17.5425531914894,46,45.5062949640288,69.5,"FIL30_188",NA,"FIL20_128","FIL20_128",17.5425531914894,"...","FIL30_188","FIL30_188_M2","FIL30_188_M2-3","FIL30_188|FIL30_188_M2|FIL30_188_M2-3",100,23,77,93,NA,93,51,51,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_188_M2_3",50.6734185549113,"Cross","...","FIL20_128","FIL20_128_E_M2","Fil20_128_E_M2_1","FIL20_128|FIL20_128_E_M2|Fil20_128_E_M2_1",55,5,50,48,18,30,10,10,NA,TRUE,FALSE,43,25,18,0.581395348837209,FALSE,"FIL20_128",TRUE,"FIL20_128_E_M2_1",47.530007202078,"Self"
"FIL30_43_B_M2368",368,369,"FIL30_43_B_M2","FIL30_43_D_M2",0,0,0,1,2,2,12,23,1,35,17.5,0.0571428571428571,11.5,6,11.8107142857143,17.5,"FIL30_43",NA,"FIL30_43",NA,6,"...","FIL30_43","FIL30_43_B_M2","Fil30_43_B_M2_1","FIL30_43|FIL30_43_B_M2|Fil30_43_B_M2_1",23,7,16,20,3,17,9,9,NA,TRUE,FALSE,10,8,2,0.8,FALSE,NA,FALSE,"FIL30_43_B_M2_1",46.3139964952105,"Ambiguous","...","FIL30_43","FIL30_43_D_M2","Fil30_43_D_M2_1","FIL30_43|FIL30_43_D_M2|Fil30_43_D_M2_1",33,4,29,29,1,28,20,20,NA,TRUE,FALSE,23,22,1,0.956521739130435,FALSE,NA,FALSE,"FIL30_43_D_M2_1",53.305989351354,"Ambiguous"
"FIL30_43_D_M2367",369,368,"FIL30_43_D_M2","FIL30_43_B_M2",0,0,0,1,2,2,23,12,1,35,17.5,0.0571428571428571,6,11.5,11.8107142857143,17.5,"FIL30_43",NA,"FIL30_43",NA,6,"...","FIL30_43","FIL30_43_D_M2","Fil30_43_D_M2_1","FIL30_43|FIL30_43_D_M2|Fil30_43_D_M2_1",33,4,29,29,1,28,20,20,NA,TRUE,FALSE,23,22,1,0.956521739130435,FALSE,NA,FALSE,"FIL30_43_D_M2_1",53.305989351354,"Ambiguous","...","FIL30_43","FIL30_43_B_M2","Fil30_43_B_M2_1","FIL30_43|FIL30_43_B_M2|Fil30_43_B_M2_1",23,7,16,20,3,17,9,9,NA,TRUE,FALSE,10,8,2,0.8,FALSE,NA,FALSE,"FIL30_43_B_M2_1",46.3139964952105,"Ambiguous"
"FIL30_177_M2734",125,735,"FIL30_177_M2","FIL30_85_D_M2",1,2,0,0,13,29,70,37,3,107,53.5,0.0560747663551402,13.2297297297297,33.0428571428571,34.6296728971963,49.5826254826255,"FIL30_177",NA,"FIL30_85","FIL30_85",13.2297297297297,"...","FIL30_177","FIL30_177_M2","FIL30_177_M2-3","FIL30_177|FIL30_177_M2|FIL30_177_M2-3",74,22,52,71,NA,71,54,54,NA,FALSE,FALSE,52,52,NA,1,TRUE,NA,FALSE,"FIL30_177_M2_3",38.2385545317608,"Cross","...","FIL30_85","FIL30_85_D_M2","Fil30_85_D_M2_1","FIL30_85|FIL30_85_D_M2|Fil30_85_D_M2_1",49,12,37,39,8,31,7,6,1,TRUE,FALSE,34,26,8,0.764705882352941,FALSE,"FIL30_85",TRUE,"FIL30_85_D_M2_1",55.7777370937757,"Self"
